year,month,day,hour,minute,btotal,bx,by,bz
2018,04,29,13,52,662.0,662.0,662.0,662.0
2018,04,29,13,53,664.0,664.0,664.0,664.0
2018,04,29,13,54,662.8,662.8,662.8,662.8
2018,04,29,13,55,665.2,665.2,665.2,665.2
2018,04,29,13,56,665.1,665.1,665.1,665.1
2018,04,29,13,57,664.4,664.4,664.4,664.4
2018,04,29,13,58,665.1,665.1,665.1,665.1
2018,04,29,13,59,664.0,664.0,664.0,664.0
2018,04,29,14,00,665.4,665.4,665.4,665.4
2018,04,29,14,01,664.8,664.8,664.8,664.8
2018,04,29,14,02,663.6,663.6,663.6,663.6
2018,04,29,14,03,665.0,665.0,665.0,665.0
2018,04,29,14,04,665.9,665.9,665.9,665.9
2018,04,29,14,05,663.9,663.9,663.9,663.9
2018,04,29,14,06,660.6,660.6,660.6,660.6
2018,04,29,14,07,663.9,663.9,663.9,663.9
2018,04,29,14,08,664.9,664.9,664.9,664.9
2018,04,29,14,09,663.1,663.1,663.1,663.1
2018,04,29,14,10,662.2,662.2,662.2,662.2
2018,04,29,14,11,660.2,660.2,660.2,660.2
2018,04,29,14,12,661.6,661.6,661.6,661.6
2018,04,29,14,13,662.9,662.9,662.9,662.9
2018,04,29,14,14,661.8,661.8,661.8,661.8
2018,04,29,14,15,663.3,663.3,663.3,663.3
2018,04,29,14,16,660.9,660.9,660.9,660.9
2018,04,29,14,17,659.4,659.4,659.4,659.4
2018,04,29,14,18,660.9,660.9,660.9,660.9
2018,04,29,14,19,659.0,659.0,659.0,659.0
2018,04,29,14,20,659.5,659.5,659.5,659.5
2018,04,29,14,21,660.0,660.0,660.0,660.0
2018,04,29,14,22,660.5,660.5,660.5,660.5
2018,04,29,14,23,661.0,661.0,661.0,661.0
2018,04,29,14,24,661.9,661.9,661.9,661.9
2018,04,29,14,25,659.1,659.1,659.1,659.1
2018,04,29,14,26,658.4,658.4,658.4,658.4
2018,04,29,14,27,658.8,658.8,658.8,658.8
2018,04,29,14,28,658.4,658.4,658.4,658.4
2018,04,29,14,29,655.0,655.0,655.0,655.0
2018,04,29,14,30,654.6,654.6,654.6,654.6
2018,04,29,14,31,652.6,652.6,652.6,652.6
2018,04,29,14,32,653.6,653.6,653.6,653.6
2018,04,29,14,33,650.2,650.2,650.2,650.2
2018,04,29,14,34,652.6,652.6,652.6,652.6
2018,04,29,14,35,651.7,651.7,651.7,651.7
2018,04,29,14,36,652.1,652.1,652.1,652.1
2018,04,29,14,37,651.7,651.7,651.7,651.7
2018,04,29,14,38,653.4,653.4,653.4,653.4
